Loyalty Number,Churn,f.score,r.score
740063,0,7,8
961965,0,5,8
167491,1,0,0
651377,0,8,8
680738,0,5,8
108430,0,7,8
776443,0,5,8
398839,0,7,8
243273,0,0,0
187838,0,4,8
946439,0,0,0
530880,0,7,8
904397,1,4,5
939399,0,4,8
300371,0,7,8
499874,0,8,8
532997,0,6,8
103969,0,5,8
173673,0,4,8
562510,1,2,3
183129,0,5,8
483274,1,0,0
880402,0,5,8
525612,0,5,8
103151,0,5,8
961440,1,0,0
171350,0,5,8
944636,0,7,8
300460,1,2,6
224178,0,0,0
212301,0,3,3
798533,0,7,8
905854,0,6,8
571992,0,6,8
974875,0,9,8
191656,0,3,8
501551,0,5,8
255320,0,7,8
688132,0,0,0
720626,0,7,8
498028,0,4,8
339880,0,7,8
181184,0,7,8
906217,0,1,8
273054,0,3,8
728009,0,0,0
401824,0,6,8
278013,0,4,8
759551,0,7,8
512471,0,4,8
402966,0,2,8
834576,0,6,8
867561,0,1,8
578998,0,7,8
863262,0,6,8
744181,0,3,8
380001,0,6,8
648455,0,7,8
545534,0,6,8
923527,0,6,8
491481,0,6,8
309041,0,6,8
187077,0,3,8
939571,0,5,8
912940,0,2,8
302827,0,0,0
647658,1,2,7
168290,0,7,8
856496,0,3,8
491907,0,5,8
675419,1,0,0
447771,0,5,8
849510,0,4,8
687533,0,7,8
767971,0,0,0
683276,0,1,8
225746,0,7,8
248497,1,0,0
379562,0,5,8
343139,0,6,8
345765,0,7,8
123525,0,7,8
175528,0,6,8
374967,0,7,8
607565,0,5,8
749430,0,5,8
902966,0,6,8
559111,0,3,8
190524,0,6,8
266561,0,2,8
563086,0,6,8
625033,0,6,8
643300,0,6,8
353369,0,2,8
309456,0,6,8
923959,0,6,8
651097,0,6,8
570299,0,6,8
258296,0,3,3
710029,0,4,8
219431,0,7,8
746031,0,7,8
529331,1,0,0
125068,0,3,8
566374,0,4,8
302057,0,4,8
642323,0,2,8
798869,0,1,8
977244,0,7,8
220808,0,3,8
219139,0,4,8
228030,0,2,8
592992,0,4,8
179870,0,5,8
838263,0,0,0
142726,0,3,8
767366,1,2,4
433172,0,7,8
697356,0,4,8
225318,0,6,8
551533,1,0,0
926083,0,4,8
240044,0,7,8
583327,0,6,8
586944,0,6,8
856406,0,4,8
946771,0,6,8
994044,1,3,6
262422,0,6,8
864485,0,6,8
571942,0,6,8
298853,0,5,8
336882,0,10,8
343547,0,6,8
434922,0,6,7
804816,1,2,3
302921,0,6,8
973897,0,5,8
142763,0,0,0
291148,0,7,8
302804,0,5,7
741848,1,0,0
746853,0,1,8
332780,0,6,8
373204,0,1,8
751270,1,1,1
602384,1,2,5
758432,0,6,8
203745,0,6,8
156138,0,5,8
373950,0,6,8
161557,0,0,0
326699,0,6,8
823663,0,0,0
854812,0,8,8
890232,1,1,5
559619,1,1,1
627869,1,0,0
780525,0,0,0
346205,0,5,8
985427,1,1,1
850245,0,4,8
915948,0,4,8
479015,0,5,8
659251,0,6,8
949829,0,6,8
426536,0,6,8
621695,0,7,8
370090,0,6,8
653636,0,5,8
663514,0,7,8
260726,0,6,8
397891,1,0,0
405339,0,5,8
836226,0,3,8
576057,0,1,2
614373,0,6,8
724272,0,6,8
582067,0,1,8
628596,0,6,8
113363,0,4,8
172345,0,3,8
103985,0,1,8
357903,0,1,8
860684,0,7,8
531515,0,5,8
653539,0,6,8
150134,0,6,8
316527,0,8,8
401422,0,2,8
123697,0,6,8
467151,0,7,8
613195,0,4,8
976834,0,1,8
136049,0,2,8
122206,1,0,0
173873,0,9,8
203973,0,4,8
276204,0,4,8
291595,0,4,8
606852,0,6,8
952532,0,3,8
971637,0,6,8
746772,0,5,8
454750,0,6,8
141139,0,7,8
308144,0,3,8
691626,0,3,8
612370,1,0,0
840882,0,5,8
437262,0,0,0
825315,0,6,8
760061,0,6,8
450698,0,7,8
127289,0,5,8
435883,1,0,0
537124,0,5,8
849884,0,5,8
523246,0,6,8
684296,1,0,0
859972,0,5,8
833783,0,7,8
779929,0,3,8
196583,0,7,8
735627,0,5,8
549537,0,5,8
461353,0,6,8
920321,0,6,8
185129,0,6,8
891097,0,6,8
443130,0,7,8
607480,0,4,8
365421,0,3,8
369943,0,6,8
727497,0,4,8
600792,0,2,8
688691,0,6,8
623946,0,1,8
302134,0,5,8
767494,0,0,0
637765,0,4,8
647791,0,4,8
278987,0,3,8
695076,0,5,8
702686,0,4,8
456167,0,5,8
488303,0,4,8
895537,0,4,8
529415,0,6,8
591547,0,5,8
142224,0,5,8
106689,0,4,8
410341,0,7,8
948825,0,6,8
525525,0,5,8
683699,0,5,8
210485,1,0,0
717780,0,5,7
546869,0,5,8
261423,1,6,8
715369,0,6,8
766401,0,0,0
579943,0,4,8
174923,0,6,8
105074,0,7,8
724222,0,5,8
327019,0,2,8
451740,0,3,8
987482,0,5,8
555398,0,5,8
778317,1,7,7
176848,0,1,8
626070,0,0,0
323735,0,7,8
958743,0,1,8
137209,0,1,8
390209,0,6,8
286975,0,8,8
989527,1,2,8
387553,0,3,8
867801,0,5,8
609650,0,3,8
298535,0,6,8
424139,0,5,8
459163,0,5,8
593116,0,8,8
955773,0,2,8
707974,0,2,8
831987,0,0,0
372522,1,4,6
792229,0,4,8
816705,0,7,8
527067,0,7,8
802200,0,5,8
565074,1,0,0
853421,0,4,8
651210,1,0,0
574005,0,3,8
377173,0,6,8
706792,0,7,8
346828,0,7,8
370959,0,1,8
104849,0,5,8
339220,0,4,8
836523,0,6,8
526579,0,7,8
331184,0,4,8
479950,0,5,8
371368,0,2,8
780150,0,7,8
849569,0,1,8
684826,0,5,8
862932,0,4,8
104431,0,6,8
822723,1,2,4
243018,0,5,8
718922,1,6,7
472405,0,5,8
240861,1,0,0
305100,0,4,8
329446,1,0,0
648231,0,1,8
810028,0,4,8
331857,0,5,8
456117,0,6,8
873977,0,6,8
261273,0,2,8
250089,0,0,0
801607,0,0,0
249811,0,3,7
671906,1,0,0
530214,1,2,2
826230,0,1,8
480203,0,7,8
486890,0,6,7
190570,1,3,4
273070,0,7,7
444748,0,7,8
526479,0,1,8
945166,0,8,8
396996,0,7,8
639466,0,2,8
732144,0,5,8
998078,0,5,8
100140,0,7,8
646225,0,5,8
279580,0,6,8
664771,0,5,8
482940,0,7,8
178403,0,4,8
666877,0,5,8
444371,0,6,8
512640,0,5,8
952026,0,6,8
766861,0,3,8
509962,0,5,7
347982,0,3,8
868719,0,6,8
400958,0,5,7
641586,0,6,8
496403,1,4,4
737755,0,6,8
234630,0,7,8
622975,0,5,8
641162,0,2,8
614441,0,5,8
652756,0,2,8
463882,0,5,8
904669,0,6,8
955666,0,7,8
359133,0,6,8
574081,0,4,8
712521,0,5,8
369867,0,1,8
181377,0,5,8
407468,0,4,7
882263,0,7,8
499583,0,0,0
376618,0,5,8
154644,0,6,8
683356,0,6,8
753637,0,4,8
923062,0,7,8
723969,0,1,8
846215,1,0,0
231084,0,6,7
765793,0,4,8
562358,0,1,8
550352,0,5,8
746554,0,8,8
336541,0,3,8
872340,0,0,0
967838,0,6,7
429471,0,5,8
544619,1,2,6
829627,0,5,8
417841,1,0,0
392713,0,1,8
213086,0,4,8
735964,0,5,8
130446,0,4,8
887328,0,6,8
911585,0,6,8
130331,0,4,8
239457,0,7,8
102877,0,7,7
546456,0,5,8
272148,0,7,8
939992,0,3,8
318291,1,0,0
403052,0,2,8
349447,1,0,0
931247,1,4,4
856609,1,3,8
700225,0,6,8
894608,0,8,8
140381,0,7,8
262774,0,4,8
315736,0,5,8
549064,0,6,8
608537,0,2,8
808206,0,6,8
813739,0,5,8
939683,0,7,8
188120,0,6,8
893866,1,4,8
897229,0,5,8
889687,0,6,8
427976,0,5,8
497756,0,1,8
916300,0,4,8
294027,0,6,8
982543,0,1,8
267739,0,6,8
535413,0,3,8
629706,0,6,8
132552,0,3,8
336770,0,5,8
159486,1,3,4
576345,0,4,8
561570,0,5,8
710598,0,3,8
497891,0,5,8
755374,0,6,8
321762,0,4,8
612955,0,5,8
260464,0,6,8
963595,0,4,8
193150,0,6,8
369416,0,2,8
888506,0,6,8
410790,0,6,8
865401,0,7,8
894099,0,3,8
797158,0,6,8
918272,0,6,8
195994,0,8,8
687186,0,6,8
458614,0,4,8
231013,0,6,8
277884,0,3,8
452873,0,5,8
465741,0,4,7
515860,0,6,8
777549,0,7,8
916358,0,5,8
100102,0,7,8
319430,0,5,8
675516,0,5,8
751823,0,6,8
933053,0,2,8
375683,0,6,8
631406,0,5,8
864161,0,5,8
976423,1,9,8
959280,0,6,8
531619,0,7,8
728563,0,2,8
552016,0,6,8
982296,0,5,7
921776,0,3,8
562404,0,5,8
135841,0,7,8
926611,0,7,8
426958,0,5,8
442479,0,6,8
870687,0,6,8
569347,0,6,8
831860,0,6,8
857235,0,0,0
465729,0,7,8
192816,0,3,8
336831,0,1,8
942083,0,7,8
851549,0,4,8
333207,0,3,8
677560,0,5,8
757420,0,6,8
344768,1,0,0
347634,0,5,8
421752,0,1,8
663416,0,7,8
500248,0,7,8
747187,0,5,8
283980,0,5,8
487212,1,7,7
288612,0,2,8
385092,0,5,8
638085,0,0,0
835440,1,4,6
700207,0,6,8
747668,0,5,8
203607,0,4,8
260245,0,9,8
417904,0,4,8
973059,0,1,8
459563,0,5,8
332289,0,5,8
400313,0,7,8
373886,0,4,8
490387,1,0,0
409908,0,7,8
210647,0,6,8
904602,0,4,8
346704,0,7,8
926867,0,2,8
485062,0,3,8
635517,0,2,8
906780,0,5,8
715255,0,3,8
948489,0,7,8
397272,0,0,0
478700,0,6,8
789052,0,5,8
453887,0,5,8
991893,0,8,8
227808,0,3,8
500058,0,2,3
940901,1,0,0
960005,0,5,8
267020,0,5,8
283338,0,4,8
872234,0,9,8
408500,0,5,8
762259,0,5,8
804930,0,10,8
507008,0,4,8
913809,1,0,0
445169,0,5,8
795492,0,7,8
744567,0,5,8
651605,0,8,8
945379,1,2,8
132209,0,7,8
456177,1,3,8
682709,0,5,8
662164,0,4,8
189854,1,1,8
309727,0,6,8
700286,0,3,8
859258,0,3,8
938603,0,7,8
192772,0,0,0
744135,0,5,8
478050,0,7,8
607115,0,5,8
347212,0,1,8
236710,0,6,8
208256,0,6,8
224000,0,6,8
767331,0,5,8
844193,0,7,8
135279,0,3,8
433496,0,7,8
604526,0,5,7
645081,0,5,8
148208,0,5,8
806598,0,6,8
105789,0,6,8
158901,0,6,8
398603,0,7,8
287690,0,6,8
352068,0,7,8
418718,0,3,8
709499,0,5,8
336271,0,6,8
401834,0,6,8
649656,0,6,8
406099,0,2,8
961427,0,5,8
470381,0,7,8
728085,0,6,8
600651,0,6,8
164094,1,5,8
841631,0,5,8
363513,1,0,0
561413,0,7,8
332225,0,6,8
170531,0,7,8
561873,0,6,8
279634,1,3,5
641903,1,0,0
694648,0,1,8
439013,0,4,8
641164,0,6,8
247833,0,1,8
464248,0,6,8
811471,0,6,8
569188,1,2,2
818040,1,0,0
434751,0,5,8
878510,1,2,4
653542,0,6,8
831812,1,3,4
219646,0,0,0
843101,0,5,8
335306,0,4,8
976831,1,0,0
670430,0,5,8
278932,0,6,8
561107,0,5,8
990905,0,7,8
846291,0,6,8
578811,0,6,8
741677,0,6,8
785965,0,1,8
972791,0,2,8
109022,0,4,8
904501,0,6,8
985266,0,7,8
138065,1,2,6
528332,0,7,8
603407,0,6,8
607405,0,5,8
809449,0,7,8
834615,0,8,8
330858,0,6,8
504525,0,7,8
716360,0,6,8
687589,0,6,8
619268,0,7,8
923234,0,6,8
138204,0,5,8
753306,1,1,5
918326,0,5,7
678493,0,7,8
781355,0,6,8
806196,0,5,8
391034,0,6,8
273414,0,6,8
515023,0,0,0
746536,0,7,8
864288,0,6,8
702147,0,3,8
724723,0,3,8
772152,0,5,8
173227,0,3,8
413088,0,6,8
667293,0,3,8
140290,0,6,8
994571,0,5,8
191780,0,0,0
575948,0,6,8
144641,0,4,8
192250,0,5,8
628452,1,0,0
940904,0,1,8
938093,0,7,8
758389,0,7,8
870764,0,5,8
636533,0,1,8
817245,0,4,7
977676,0,1,8
523170,0,6,8
239956,0,7,8
918807,0,6,8
491242,0,3,8
702048,0,5,8
181830,0,6,8
362680,0,7,8
347850,1,5,7
808498,0,6,8
927559,1,0,0
450323,0,5,8
756481,0,6,8
796429,1,0,0
930620,0,1,8
442838,0,6,8
336037,0,4,8
479198,0,4,8
672635,0,2,8
152406,0,6,8
447925,0,5,8
884691,0,5,8
197608,0,7,8
802336,0,3,8
229075,0,0,0
983810,0,0,0
153003,0,6,8
199405,0,6,8
230560,0,2,7
156945,0,4,8
783363,0,3,8
668968,0,8,8
992985,0,5,8
737949,0,5,8
846046,0,5,8
379506,0,5,8
423941,0,5,8
303396,1,1,1
798954,0,7,8
903641,0,7,8
661546,0,0,0
196367,0,7,8
573649,0,6,8
337235,0,6,8
706820,0,7,8
620406,0,5,8
502943,0,5,8
827677,0,1,2
624704,0,3,8
686769,0,4,8
690671,0,6,8
733515,0,2,8
357988,0,6,8
974041,0,6,8
626560,0,2,8
820344,0,2,8
235398,0,7,8
514632,0,5,8
581079,0,6,8
324242,0,7,8
669066,0,7,8
616956,0,1,8
779882,0,6,8
540715,0,2,8
299454,1,3,7
429354,0,6,8
612595,0,0,0
708230,0,5,8
224664,0,7,8
873116,0,5,8
209107,0,0,0
851563,0,5,8
977080,0,6,8
973060,1,4,5
293663,1,1,2
248433,0,6,8
314108,0,5,8
358201,0,6,8
480158,0,5,7
819521,1,3,8
824990,0,5,8
992002,0,6,8
384744,0,8,8
808920,0,4,8
611356,0,6,8
133859,0,5,8
744320,0,4,8
692129,0,5,8
668235,0,3,8
946998,0,5,8
300106,1,0,0
973524,0,6,8
316290,0,6,8
338838,0,5,8
413115,0,7,8
588789,0,5,8
686044,0,6,8
820341,0,5,8
833165,0,0,0
149655,0,4,8
164064,1,0,0
893574,0,3,8
192115,0,4,8
570971,0,3,8
548682,0,7,8
692856,0,5,8
962657,0,6,8
139511,0,5,8
830394,1,0,0
922000,0,6,8
533391,0,3,8
681328,0,2,8
610684,0,6,8
766775,0,5,8
998072,1,4,5
327203,0,2,8
570806,0,7,8
797992,0,2,8
801368,0,7,8
348672,0,7,8
469545,1,0,0
438526,0,5,8
502946,0,3,8
188307,1,5,7
215567,0,5,8
169418,0,2,8
376983,0,1,8
801948,0,1,8
546025,0,6,8
674372,0,1,8
248950,0,2,8
700096,0,5,8
815804,0,5,8
205087,0,5,8
979634,1,6,7
546231,0,5,8
990918,0,6,8
967772,0,6,8
286718,0,4,8
750154,1,0,0
404012,0,2,8
949134,0,8,8
446403,0,6,8
822066,0,4,8
375757,0,7,8
652816,0,6,8
669028,0,6,8
503673,0,5,8
950029,0,6,8
511444,0,4,8
818995,0,6,8
257981,0,6,8
203293,0,5,8
281305,0,5,8
136232,0,6,8
348475,0,6,8
399514,1,2,5
919340,0,6,8
974330,0,6,8
895544,0,6,8
272893,0,7,8
835149,0,4,8
563094,0,3,8
515142,1,0,0
879416,0,1,8
999120,0,6,8
521431,0,7,8
349695,0,0,0
522261,0,5,8
454609,0,1,8
707273,1,3,4
331325,0,6,8
682528,0,8,8
937862,0,5,8
488071,0,6,7
499346,0,2,8
369084,0,5,8
757387,0,5,8
786391,0,5,8
837273,0,1,8
841204,0,5,8
844348,0,5,8
261964,0,6,8
832983,0,3,8
323593,0,1,8
790341,0,7,8
910576,0,7,8
132756,0,4,8
246800,0,4,8
298156,0,1,8
375722,0,6,8
411715,0,2,8
532848,1,1,4
816122,1,3,6
894691,0,3,8
976695,0,6,8
991230,0,7,8
383842,0,4,8
459948,0,4,8
664054,0,8,8
730370,0,7,8
248487,0,7,8
507486,0,6,8
385638,1,1,3
662166,0,5,8
299573,1,5,5
839422,0,5,8
250609,0,1,8
131673,0,6,8
728316,1,3,3
983450,1,0,0
530436,0,5,8
653340,0,5,8
105841,0,8,8
745636,0,2,8
852597,0,6,8
418233,1,0,0
491704,1,0,0
724033,0,5,8
130548,0,8,8
198813,0,5,8
270011,0,4,8
344990,0,7,8
369121,0,7,8
591758,0,4,8
628320,0,6,8
741725,1,3,2
562655,0,4,8
164973,0,7,8
394363,0,2,8
577195,0,1,8
822653,0,0,0
317060,0,6,8
511302,0,7,8
682654,1,3,4
365635,0,5,8
616739,0,3,8
835760,0,5,8
777990,0,4,8
867833,0,7,8
245419,0,8,8
731819,0,7,8
235220,1,0,0
296626,0,6,8
553954,0,5,8
108381,0,6,8
176284,0,4,8
510505,0,6,8
639258,0,3,7
446135,0,1,8
909068,0,2,8
664666,0,5,8
654983,0,0,0
675243,0,7,8
825333,0,3,8
685208,0,6,8
638740,0,0,0
485486,1,0,0
787571,1,2,2
339941,0,4,8
539370,0,4,8
547213,0,5,8
722538,0,7,8
535436,0,5,7
885739,0,5,8
256467,1,0,0
297379,0,5,7
921899,0,7,8
511541,0,5,8
122685,0,5,8
401760,0,5,8
247514,0,6,8
992028,0,7,8
782078,0,3,8
710005,0,4,8
231992,0,2,8
838283,0,7,8
840008,0,3,8
344669,0,1,8
128325,0,5,8
368073,0,8,8
370979,1,0,0
146400,0,3,8
855394,0,3,8
573964,0,5,8
369739,0,7,8
667262,0,5,7
758656,1,2,2
286927,0,5,8
552278,0,6,8
632130,0,7,8
645635,1,0,0
789624,0,5,8
706497,0,8,8
963487,0,7,8
343247,0,2,8
657748,0,5,8
186295,0,6,8
112733,0,7,8
781647,0,6,8
157771,1,2,2
103860,0,6,8
245671,1,0,0
538341,0,6,8
672255,0,1,8
991529,0,7,8
363178,1,2,2
974189,0,0,0
529471,0,7,8
558511,0,8,8
874984,0,5,8
170079,0,8,8
405030,0,0,0
467401,0,3,8
989528,0,5,8
803656,0,3,8
495148,0,5,8
810668,0,5,8
323660,0,3,8
286551,0,6,8
123908,0,4,7
289472,0,4,8
532419,0,2,7
803956,0,7,8
608850,0,7,8
788091,0,6,8
110030,1,2,2
307136,0,5,8
277025,1,2,3
484894,0,6,8
252476,0,4,8
512071,0,7,8
789004,0,5,8
948325,0,4,8
210416,0,7,8
349153,0,6,8
855351,1,0,0
328213,0,7,8
554104,0,5,8
260622,0,4,8
692671,0,5,8
725807,0,7,8
308991,0,6,8
330365,0,5,8
873488,0,6,8
126181,1,0,0
278898,1,7,8
597209,1,6,7
560104,0,6,8
941064,0,5,8
347466,0,5,8
448654,0,5,8
423432,0,6,8
936088,0,6,8
395168,0,5,8
464799,0,3,8
901002,0,4,8
810338,0,4,8
998192,0,2,8
349001,0,8,8
748649,0,7,8
815248,1,1,2
963814,0,7,8
999498,0,6,8
870857,0,8,8
640588,0,4,8
310853,0,5,7
579710,0,5,8
426533,0,6,8
309277,0,4,8
850092,0,4,7
611046,1,2,6
921191,0,1,8
218277,0,9,8
232703,0,7,8
559261,1,2,6
987425,0,6,8
553453,0,3,8
738467,0,7,8
862096,0,6,8
420738,0,4,8
106978,0,7,8
985183,0,6,8
224740,0,9,8
440885,0,5,8
590246,0,5,8
497030,1,0,0
519984,0,7,8
215751,1,0,0
281777,0,0,0
413815,0,7,8
499658,0,5,8
213723,0,6,7
232203,0,3,8
663746,1,2,8
986143,0,6,8
764302,0,1,8
124536,1,0,0
161574,0,5,8
494899,0,7,8
927937,0,5,8
628669,0,5,8
979639,1,7,8
220616,0,8,8
840038,0,5,8
986288,0,7,8
264053,0,0,0
265612,1,0,0
638162,0,6,8
379414,0,6,8
208649,0,5,8
623861,0,4,8
481262,1,0,0
977037,0,1,8
216269,0,7,8
817158,0,5,8
937645,0,7,8
181082,0,6,5
721225,0,5,8
723978,0,7,8
742493,0,6,8
298232,0,6,8
348065,0,6,8
967017,0,9,8
119917,1,0,0
347276,1,1,1
456887,0,6,8
506372,0,2,8
506749,1,1,1
527773,0,4,8
605127,0,6,8
728837,0,6,8
877251,0,9,8
939074,1,0,0
820542,0,5,8
247247,1,3,4
276931,1,0,0
434136,0,6,8
402697,0,5,8
781970,0,6,8
223238,1,0,0
737474,0,6,8
540966,0,5,8
470334,1,5,6
247103,0,0,0
420434,0,6,8
515579,1,1,1
523722,0,4,8
617960,0,6,8
911372,0,6,8
199021,1,3,3
989081,1,0,0
375890,0,7,8
149318,0,6,8
875657,0,5,8
742359,0,2,8
877595,0,5,8
241990,0,0,0
470738,0,7,8
511862,0,8,8
219714,0,6,8
411094,0,6,8
545514,0,0,0
824917,0,7,8
109660,0,6,8
202358,0,5,8
924132,0,6,8
177518,0,7,8
304824,0,3,8
677322,1,5,5
550303,1,0,0
817066,0,6,8
237018,0,6,8
719576,0,2,8
893376,0,0,0
579890,0,7,8
855922,0,7,8
386790,0,5,8
399917,0,0,0
441670,1,3,4
455651,0,7,8
488549,0,8,8
626542,0,5,8
683250,1,0,0
854077,0,5,8
854704,0,4,8
310396,0,8,8
319469,0,4,8
957419,0,4,8
201276,0,4,8
949612,0,1,8
765481,0,6,8
325935,0,6,8
982969,0,6,8
293496,0,5,8
501552,0,7,8
515049,0,7,8
641384,0,3,8
734801,0,6,8
833683,0,5,8
880849,0,7,8
960708,0,6,8
247607,0,5,7
390350,0,6,8
924089,0,5,8
410702,0,6,8
937484,1,2,7
548335,0,8,8
567805,0,1,8
593386,0,4,8
921392,0,1,8
197239,1,0,0
502848,0,6,8
604510,0,3,8
208241,0,1,8
396997,0,7,8
904802,1,1,2
129030,0,7,8
329039,0,6,8
521576,0,5,8
683550,1,0,0
111329,0,5,8
454327,0,5,8
747395,0,5,7
965605,0,8,8
989816,0,7,8
131893,0,6,8
900894,0,6,8
277367,0,6,8
114414,0,7,8
807152,0,4,8
140375,1,0,0
354464,0,5,8
359360,0,6,8
606060,0,5,8
997439,0,6,8
113831,0,8,8
643854,0,6,8
858352,0,5,8
133608,0,5,8
224924,0,6,8
759983,1,0,0
205505,0,7,8
305102,0,5,8
369000,0,7,8
837175,0,7,8
632638,0,7,8
876757,0,3,8
187161,1,1,1
948145,0,5,8
133518,0,6,8
716750,0,4,8
671368,0,7,8
877242,0,6,8
975613,1,2,2
130419,0,6,8
454663,0,6,8
727091,1,3,8
628211,0,8,8
690984,0,1,8
871124,0,4,8
890882,0,2,8
311556,0,7,8
969732,0,6,8
597522,1,0,0
866242,0,4,7
445418,0,0,0
821137,0,7,8
495787,0,5,8
836706,0,6,8
494284,0,5,8
156355,0,4,8
521653,0,6,8
412203,0,5,8
603968,0,4,8
485300,0,2,8
133956,0,5,8
213813,0,6,8
556982,0,5,8
213113,0,5,8
355908,0,4,8
138369,0,5,8
845994,0,4,8
811959,0,2,8
568172,0,6,8
522285,0,2,8
336139,0,5,7
750454,1,2,7
585756,0,7,8
655082,0,7,8
206773,0,7,8
214639,0,7,8
543456,1,1,5
451711,0,4,8
998934,0,6,8
795512,0,6,8
116897,0,2,8
715689,0,5,8
255475,0,9,8
865066,0,3,8
305556,0,1,8
970964,0,5,8
654941,0,6,8
746402,0,7,8
460629,0,6,8
768354,0,6,8
238640,0,3,8
512296,0,9,8
745908,0,4,8
360537,0,6,8
679253,0,3,8
386825,0,6,8
583252,0,4,8
568171,0,4,8
885848,0,4,8
734938,1,2,3
780973,0,7,8
128633,0,4,8
511588,0,7,8
536577,0,5,8
580068,1,2,3
661088,0,5,8
114553,0,6,8
736829,0,5,8
737940,0,7,8
362925,0,6,8
349638,0,5,8
577386,0,6,8
504663,1,2,2
756929,0,7,8
782485,0,7,8
196016,0,8,8
604077,0,1,8
520137,0,5,8
692151,0,6,8
188033,0,5,8
634185,0,5,8
374881,0,5,8
800800,0,5,8
676622,0,5,8
894175,0,4,8
492789,0,5,8
586164,0,6,8
243557,0,5,8
802023,0,0,0
422436,0,2,8
295884,0,7,8
631442,0,0,0
845319,0,6,8
440618,0,8,8
299585,0,5,8
540796,1,1,1
749972,0,6,8
883489,0,5,8
945761,1,1,6
958709,0,6,8
465692,0,4,8
586711,0,7,8
126148,1,0,0
555001,0,6,8
196442,0,6,8
131637,1,0,0
650486,0,6,8
830385,0,5,7
627485,0,7,8
467510,1,4,5
766530,0,6,8
131997,0,5,8
174669,0,1,8
999891,1,1,1
645566,0,4,8
675457,0,7,7
122858,0,2,8
127946,0,6,8
474945,0,4,8
509965,0,6,8
590012,1,0,0
669812,0,6,8
735000,0,3,8
925819,0,7,8
941865,0,6,8
793645,0,5,8
445839,0,4,8
708555,0,2,8
159960,0,5,8
963541,0,4,8
218383,0,5,8
384010,0,3,8
602783,0,5,8
208585,1,0,0
575612,0,5,8
196467,0,5,8
665374,1,0,0
838885,0,8,8
444022,0,7,8
838784,1,3,4
701803,0,7,8
802797,0,7,8
832431,0,6,8
157712,0,7,8
381307,0,4,8
818881,0,4,8
209134,0,3,8
121410,0,9,8
668599,0,7,8
195419,0,5,8
198625,0,6,8
261426,1,2,5
435049,0,4,8
789797,0,6,8
898587,1,1,1
122577,0,5,8
197320,0,6,8
776613,0,7,8
974758,0,2,8
582929,0,7,8
122049,0,6,8
559362,0,7,8
785223,0,6,8
197514,0,5,8
539144,0,5,7
803586,1,3,5
164211,1,0,0
561933,0,1,8
475690,0,6,8
744778,0,4,8
612060,0,5,8
859508,1,2,7
261780,0,6,8
635302,0,3,8
482938,0,1,8
944093,0,7,8
796099,0,6,8
807074,0,1,8
530206,0,5,8
915287,0,1,8
471188,0,4,8
454041,0,5,7
220806,0,6,8
789190,0,4,8
925198,0,1,8
984798,0,6,8
311619,0,5,8
545744,0,4,8
438875,0,2,8
898149,0,4,8
537829,0,2,8
747315,0,7,7
496759,0,5,8
181434,1,0,0
697824,1,0,0
924268,0,7,8
904974,0,1,8
215089,0,6,8
299367,0,0,0
437545,0,7,8
987171,0,6,8
152148,0,4,8
932363,0,3,8
808721,0,5,8
155488,0,6,8
969483,0,5,8
948591,0,4,8
548752,0,8,8
818567,0,8,8
190149,1,6,6
563587,0,7,8
663213,0,3,8
211217,0,4,8
169857,0,5,8
373665,1,0,0
364356,0,7,8
793094,0,5,8
848562,0,8,8
330779,0,5,8
687962,0,7,8
145542,0,0,0
450205,0,4,8
100727,0,7,8
363866,1,2,2
743241,0,6,8
433020,1,1,8
435358,0,1,8
403856,0,3,8
464105,0,6,8
152681,0,6,8
367492,0,4,8
568734,0,5,8
883056,0,1,8
352617,0,4,8
131956,0,2,8
395912,0,6,8
572045,0,5,8
865213,1,0,0
890702,0,8,8
575030,0,3,8
211715,1,1,3
554761,0,4,8
566165,0,6,8
124195,0,3,8
400079,0,5,8
946172,1,4,6
957901,0,2,7
995142,0,6,8
157879,0,3,8
441741,0,4,8
177713,0,5,8
582690,0,6,8
751990,0,5,8
743121,0,4,8
773805,0,6,8
166953,0,4,8
235428,0,7,8
238556,0,7,8
559519,0,2,8
839362,0,7,8
938719,0,1,8
978130,0,6,8
707470,0,5,8
950445,0,7,8
140768,0,5,8
857845,0,6,8
277607,0,0,0
193928,0,6,8
755070,0,6,8
801338,0,6,8
889964,1,0,0
274354,0,5,8
834571,0,5,8
206871,0,8,8
242789,0,6,8
958791,0,6,8
134760,0,7,8
874612,0,1,3
283290,0,5,8
616447,0,2,8
653851,0,3,8
929980,0,7,8
810448,0,7,8
959728,0,4,8
515444,0,2,7
342945,0,2,2
194859,0,2,8
536186,0,6,8
390874,0,6,8
509909,0,2,6
923560,0,5,8
421001,0,5,8
917610,0,6,8
274431,0,5,8
769976,1,3,4
837705,0,6,8
614164,0,7,8
248886,1,0,0
944261,0,6,8
432564,1,2,6
653354,0,3,8
750162,0,3,8
757047,0,6,8
808005,0,7,8
515298,0,0,0
614246,0,7,8
103731,0,5,8
453578,0,1,8
771035,0,7,8
573446,0,8,8
893427,0,3,8
232609,0,4,6
191057,1,4,6
844152,0,6,8
460929,0,8,8
630209,0,3,7
219043,0,4,8
537711,0,6,8
122009,0,3,8
453136,0,7,8
922188,0,5,8
780529,0,1,8
721438,0,6,8
761015,0,4,8
891233,0,0,0
